country_region_code;country_region;sub_region_1;sub_region_2;metro_area;iso_3166_2_code;census_fips_code;place_id;date;retail_and_recreation_percent_change_from_baseline;grocery_and_pharmacy_percent_change_from_baseline;parks_percent_change_from_baseline;transit_stations_percent_change_from_baseline;workplaces_percent_change_from_baseline;residential_percent_change_from_baseline
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;27/1/21;-47;-13;-25;-38;-25;10
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;28/1/21;-46;-11;-21;-38;-26;9
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;29/1/21;-50;-10;-27;-41;-24;12
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;30/1/21;-56;-14;-41;-49;-25;14
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;31/1/21;-62;;-45;-54;-28;11
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;1/2/21;-44;-11;-25;-38;-24;9
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;2/2/21;-43;-9;-20;-36;-24;8
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;3/2/21;-48;-9;-23;-40;-24;9
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;4/2/21;-48;-9;-26;-40;-25;9
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;5/2/21;-54;-12;-41;-44;-24;12
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;6/2/21;-58;-12;-45;-51;-27;14
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;7/2/21;-61;;-41;-53;-29;11
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;8/2/21;-47;-13;-37;-41;-25;10
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;9/2/21;-49;-14;-45;-42;-24;10
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;10/2/21;-48;-10;-41;-41;-23;11
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;11/2/21;-45;-7;-22;-37;-23;9
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;12/2/21;-47;-4;-17;-36;-21;10
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;13/2/21;-44;-5;-14;-38;-19;9
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;14/2/21;-42;;-14;-39;-17;6
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;15/2/21;-38;-10;-20;-34;-21;7
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;16/2/21;-38;-6;-12;-30;-19;6
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;17/2/21;-38;-5;-10;-30;-18;7
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;18/2/21;-38;-5;-14;-31;-19;7
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;19/2/21;-41;-3;-12;-31;-17;8
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;20/2/21;-40;-6;-10;-33;-16;6
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;21/2/21;-59;;-58;-52;-24;10
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;22/2/21;-33;-5;-13;-30;-20;7
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;23/2/21;-34;-5;-7;-29;-20;6
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;24/2/21;-35;-3;-15;-29;-20;7
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;25/2/21;-33;1;-16;-27;-21;6
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;26/2/21;-37;0;-16;-32;-29;9
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;27/2/21;-36;1;-13;-31;-15;5
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;28/2/21;-37;;-12;-32;-13;4
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;1/3/21;-39;-39;-3;-48;-68;14
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;2/3/21;-32;8;-13;-25;-18;5
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;3/3/21;-32;4;-14;-26;-16;6
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;4/3/21;-32;3;-16;-26;-17;6
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;5/3/21;-38;-2;-32;-31;-16;8
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;6/3/21;-36;-4;-34;-32;-14;7
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;7/3/21;-43;;-39;-39;-14;6
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;8/3/21;-28;-3;-18;-26;-18;6
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;9/3/21;-29;-2;-14;-25;-16;5
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;10/3/21;-28;1;-3;-23;-15;5
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;11/3/21;-28;1;-4;-24;-16;5
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;12/3/21;-30;1;-3;-23;-13;5
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;13/3/21;-30;-4;6;-23;-12;3
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;14/3/21;-31;;1;-28;-10;1
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;15/3/21;-27;-4;-6;-24;-15;4
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;16/3/21;-28;-1;-5;-23;-15;4
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;17/3/21;-27;1;-4;-23;-14;5
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;18/3/21;-26;2;-9;-24;-14;5
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;19/3/21;-25;2;-8;-23;-12;5
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;20/3/21;-32;-5;-20;-30;-12;5
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;21/3/21;-31;;-6;-29;-9;2
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;22/3/21;-26;-2;-5;-24;-14;4
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;23/3/21;-26;-1;0;-21;-14;3
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;24/3/21;-24;2;2;-21;-14;4
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;25/3/21;-22;5;1;-18;-15;3
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;26/3/21;-25;2;0;-18;-15;4
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;27/3/21;-28;-1;2;-19;-9;3
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;28/3/21;-28;;-6;-26;-6;1
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;29/3/21;-17;2;9;-24;-31;5
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;30/3/21;-16;7;12;-22;-31;5
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;31/3/21;-9;23;17;-18;-32;3
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;1/4/21;-22;-12;30;-37;-63;10
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;2/4/21;-44;-59;31;-47;-69;16
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;3/4/21;-29;2;7;-25;-16;3
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;4/4/21;-31;;-9;-25;-7;1
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;5/4/21;-21;6;-4;-19;-16;4
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;6/4/21;-22;6;0;-18;-13;3
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;7/4/21;-23;6;-5;-20;-13;4
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;8/4/21;-24;2;-13;-22;-14;4
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;9/4/21;-26;0;-7;-21;-12;4
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;10/4/21;-29;-1;-13;-26;-10;4
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;11/4/21;-33;;-19;-31;-9;4
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;12/4/21;-23;1;-7;-21;-13;3
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;13/4/21;-23;1;-4;-20;-13;3
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;14/4/21;-29;-1;-28;-25;-14;6
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;15/4/21;-29;-2;-31;-25;-15;6
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;16/4/21;-27;1;-14;-22;-12;5
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;17/4/21;-28;-2;-5;-22;-9;4
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;18/4/21;-31;;-5;-27;-8;2
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;19/4/21;-24;1;-5;-21;-12;4
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;20/4/21;-23;4;1;-17;-12;3
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;21/4/21;-25;0;-1;-27;-20;6
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;22/4/21;-25;3;-9;-21;-13;5
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;23/4/21;-27;3;-6;-22;-12;5
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;24/4/21;-33;-2;-24;-29;-12;6
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;25/4/21;-41;;-38;-37;-12;6
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;26/4/21;-26;-1;-23;-24;-13;5
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;27/4/21;-29;-1;-28;-25;-13;6
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;28/4/21;-22;5;-9;-19;-11;4
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;29/4/21;-18;7;-7;-17;-11;3
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;30/4/21;-18;19;-4;-15;-12;2
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;1/5/21;-37;-53;15;-23;-28;4
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;2/5/21;-1;;-1;-13;2;-3
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;3/5/21;-19;6;-10;-20;-22;4
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;4/5/21;-18;9;1;-14;-11;3
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;5/5/21;-18;8;2;-15;-11;3
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;6/5/21;-17;6;2;-15;-12;3
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;7/5/21;-19;6;7;-14;-10;2
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;8/5/21;-22;-3;12;-16;-10;0
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;9/5/21;-33;;-29;-29;-11;2
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;10/5/21;-19;4;-14;-17;-12;3
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;11/5/21;-16;7;4;-13;-10;2
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;12/5/21;-16;7;5;-12;-11;3
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;13/5/21;-14;8;6;-11;-12;2
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;14/5/21;-14;7;15;-8;-10;1
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;15/5/21;-18;-3;25;-10;-12;-2
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;16/5/21;-24;;2;-18;-8;-2
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;17/5/21;-15;5;3;-12;-11;2
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;18/5/21;-15;6;6;-10;-10;2
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;19/5/21;-15;7;7;-14;-10;2
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;20/5/21;-13;9;6;-18;-11;2
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;21/5/21;-13;8;15;-11;-9;1
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;22/5/21;-20;-2;17;-16;-9;0
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;23/5/21;-31;;-23;-27;-9;1
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;24/5/21;-12;7;10;-13;-11;2
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;25/5/21;-12;9;11;-11;-9;2
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;26/5/21;-13;10;9;-13;-9;2
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;27/5/21;-15;8;-13;-16;-12;4
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;28/5/21;-9;12;22;-8;-9;0
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;29/5/21;-16;1;26;-10;-8;-1
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;30/5/21;-21;;4;-16;-7;-2
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;31/5/21;-8;11;10;-10;-10;2
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;1/6/21;-8;13;14;-7;-10;2
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;2/6/21;-5;16;21;-6;-9;1
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;3/6/21;-8;7;24;-19;-23;3
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;4/6/21;-9;13;20;-10;-13;1
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;5/6/21;-17;2;9;-15;-10;2
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;6/6/21;-20;;12;-13;-5;-3
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;7/6/21;-6;10;16;-7;-11;2
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;8/6/21;-7;12;19;-6;-10;2
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;9/6/21;-6;13;20;-8;-10;2
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;10/6/21;-5;13;20;-8;-11;1
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;11/6/21;-10;7;25;-6;-12;0
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;12/6/21;-17;0;26;-10;-10;-1
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;13/6/21;-22;;6;-15;-7;-3
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;14/6/21;-8;9;14;-8;-13;2
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;15/6/21;-8;10;19;-5;-12;1
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;16/6/21;-7;11;17;-7;-13;1
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;17/6/21;-8;11;10;-8;-16;2
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;18/6/21;-12;6;17;-9;-14;1
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;19/6/21;-19;-1;14;-8;-13;0
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;20/6/21;-20;;3;-10;-10;-2
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;21/6/21;-4;9;25;-5;-17;1
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;22/6/21;-3;10;33;-3;-17;1
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;23/6/21;-5;9;35;-5;-20;1
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;24/6/21;-1;8;37;-5;-23;1
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;25/6/21;-7;10;34;-7;-21;0
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;26/6/21;-15;1;41;-4;-12;-3
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;27/6/21;-17;;20;-7;-8;-5
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;28/6/21;-2;9;30;-4;-23;1
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;29/6/21;-2;10;37;-3;-23;-1
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;30/6/21;0;14;38;-4;-23;-1
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;1/7/21;1;17;41;-4;-26;0
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;2/7/21;-11;8;30;-10;-25;1
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;3/7/21;-15;4;42;-7;-12;-3
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;4/7/21;-11;;21;-6;-5;-5
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;5/7/21;4;16;52;-3;-26;0
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;6/7/21;-2;16;41;-5;-26;1
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;7/7/21;3;17;56;-3;-26;1
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;8/7/21;2;16;56;-4;-27;0
ES;Spain;Andalusia;;;ES-AN;;ChIJRcWdz7HZEQ0RD_Pxd01lycE;9/7/21;-7;11;44;-7;-25;0
ES;Spain;Andalusia;Almería;;ES-AL;;ChIJZQoW955UZQ0RcMl1pXjSAwM;1/1/21;-64;-81;-16;-48;-79;24
ES;Spain;Andalusia;Almería;;ES-AL;;ChIJZQoW955UZQ0RcMl1pXjSAwM;2/1/21;-27;-11;0;-18;-11;7
ES;Spain;Andalusia;Almería;;ES-AL;;ChIJZQoW955UZQ0RcMl1pXjSAwM;3/1/21;-17;45;-14;-26;-3;6
ES;Spain;Andalusia;Almería;;ES-AL;;ChIJZQoW955UZQ0RcMl1pXjSAwM;4/1/21;-3;9;0;-7;-29;7
ES;Spain;Andalusia;Almería;;ES-AL;;ChIJZQoW955UZQ0RcMl1pXjSAwM;5/1/21;-3;20;-2;-9;-29;7
ES;Spain;Andalusia;Almería;;ES-AL;;ChIJZQoW955UZQ0RcMl1pXjSAwM;6/1/21;-47;-72;-28;-39;-71;19
ES;Spain;Andalusia;Almería;;ES-AL;;ChIJZQoW955UZQ0RcMl1pXjSAwM;7/1/21;-28;1;-45;-24;-22;11
ES;Spain;Andalusia;Almería;;ES-AL;;ChIJZQoW955UZQ0RcMl1pXjSAwM;8/1/21;-38;-9;-54;-27;-23;15
ES;Spain;Andalusia;Almería;;ES-AL;;ChIJZQoW955UZQ0RcMl1pXjSAwM;9/1/21;-33;-3;-32;-24;-14;10
ES;Spain;Andalusia;Almería;;ES-AL;;ChIJZQoW955UZQ0RcMl1pXjSAwM;10/1/21;-43;-15;-32;-24;-15;9
ES;Spain;Andalusia;Almería;;ES-AL;;ChIJZQoW955UZQ0RcMl1pXjSAwM;11/1/21;-24;-3;-34;-9;-15;8
ES;Spain;Andalusia;Almería;;ES-AL;;ChIJZQoW955UZQ0RcMl1pXjSAwM;12/1/21;-26;-3;-18;-5;-13;7
ES;Spain;Andalusia;Almería;;ES-AL;;ChIJZQoW955UZQ0RcMl1pXjSAwM;13/1/21;-28;-7;-19;-7;-15;6
ES;Spain;Andalusia;Almería;;ES-AL;;ChIJZQoW955UZQ0RcMl1pXjSAwM;14/1/21;-30;-8;-21;-11;-18;7
ES;Spain;Andalusia;Almería;;ES-AL;;ChIJZQoW955UZQ0RcMl1pXjSAwM;15/1/21;-36;-9;-22;-10;-19;8
ES;Spain;Andalusia;Almería;;ES-AL;;ChIJZQoW955UZQ0RcMl1pXjSAwM;16/1/21;-39;-12;-15;-17;-20;7
ES;Spain;Andalusia;Almería;;ES-AL;;ChIJZQoW955UZQ0RcMl1pXjSAwM;17/1/21;-53;-19;-33;-38;-25;10
ES;Spain;Andalusia;Almería;;ES-AL;;ChIJZQoW955UZQ0RcMl1pXjSAwM;18/1/21;-38;-16;-24;-14;-20;8
ES;Spain;Andalusia;Almería;;ES-AL;;ChIJZQoW955UZQ0RcMl1pXjSAwM;19/1/21;-39;-15;-22;-16;-21;8
ES;Spain;Andalusia;Almería;;ES-AL;;ChIJZQoW955UZQ0RcMl1pXjSAwM;20/1/21;-45;-20;-34;-23;-24;11
ES;Spain;Andalusia;Almería;;ES-AL;;ChIJZQoW955UZQ0RcMl1pXjSAwM;21/1/21;-44;-16;-32;-23;-23;11
ES;Spain;Andalusia;Almería;;ES-AL;;ChIJZQoW955UZQ0RcMl1pXjSAwM;22/1/21;-50;-17;-41;-27;-24;14
ES;Spain;Andalusia;Almería;;ES-AL;;ChIJZQoW955UZQ0RcMl1pXjSAwM;23/1/21;-53;-19;-28;-31;-24;14
ES;Spain;Andalusia;Almería;;ES-AL;;ChIJZQoW955UZQ0RcMl1pXjSAwM;24/1/21;-63;-27;-49;-47;-30;15
ES;Spain;Andalusia;Almería;;ES-AL;;ChIJZQoW955UZQ0RcMl1pXjSAwM;25/1/21;-43;-16;-30;-21;-22;10
ES;Spain;Andalusia;Almería;;ES-AL;;ChIJZQoW955UZQ0RcMl1pXjSAwM;26/1/21;-42;-15;-20;-18;-21;9
ES;Spain;Andalusia;Almería;;ES-AL;;ChIJZQoW955UZQ0RcMl1pXjSAwM;27/1/21;-51;-18;-15;-17;-23;10
