country_region_code;country_region;sub_region_1;sub_region_2;metro_area;iso_3166_2_code;census_fips_code;place_id;date;retail_and_recreation_percent_change_from_baseline;grocery_and_pharmacy_percent_change_from_baseline;parks_percent_change_from_baseline;transit_stations_percent_change_from_baseline;workplaces_percent_change_from_baseline;residential_percent_change_from_baseline
ES;Spain;Melilla;;;ES-ML;;ChIJ15UT1nAFdw0RXoC3ZazsjF8;11/6/21;-12;-10;-5;-2;-16;3
ES;Spain;Melilla;;;ES-ML;;ChIJ15UT1nAFdw0RXoC3ZazsjF8;12/6/21;-14;-14;-11;;-18;4
ES;Spain;Melilla;;;ES-ML;;ChIJ15UT1nAFdw0RXoC3ZazsjF8;13/6/21;-15;;-4;;-21;
ES;Spain;Melilla;;;ES-ML;;ChIJ15UT1nAFdw0RXoC3ZazsjF8;14/6/21;-8;3;-5;-8;-15;4
ES;Spain;Melilla;;;ES-ML;;ChIJ15UT1nAFdw0RXoC3ZazsjF8;15/6/21;-4;-7;-4;0;-17;4
ES;Spain;Melilla;;;ES-ML;;ChIJ15UT1nAFdw0RXoC3ZazsjF8;16/6/21;-9;-1;-6;-9;-18;4
ES;Spain;Melilla;;;ES-ML;;ChIJ15UT1nAFdw0RXoC3ZazsjF8;17/6/21;-9;3;-4;4;-21;3
ES;Spain;Melilla;;;ES-ML;;ChIJ15UT1nAFdw0RXoC3ZazsjF8;18/6/21;-17;-10;-13;3;-21;4
ES;Spain;Melilla;;;ES-ML;;ChIJ15UT1nAFdw0RXoC3ZazsjF8;19/6/21;-18;-16;-23;;-19;5
ES;Spain;Melilla;;;ES-ML;;ChIJ15UT1nAFdw0RXoC3ZazsjF8;20/6/21;-16;;-7;;-20;
ES;Spain;Melilla;;;ES-ML;;ChIJ15UT1nAFdw0RXoC3ZazsjF8;21/6/21;-9;-1;-9;-4;-22;4
ES;Spain;Melilla;;;ES-ML;;ChIJ15UT1nAFdw0RXoC3ZazsjF8;22/6/21;-11;-6;-11;7;-24;5
ES;Spain;Melilla;;;ES-ML;;ChIJ15UT1nAFdw0RXoC3ZazsjF8;23/6/21;-12;-11;10;-7;-24;4
ES;Spain;Melilla;;;ES-ML;;ChIJ15UT1nAFdw0RXoC3ZazsjF8;24/6/21;-13;-7;-7;1;-26;4
ES;Spain;Melilla;;;ES-ML;;ChIJ15UT1nAFdw0RXoC3ZazsjF8;25/6/21;-16;-10;-16;-2;-26;4
ES;Spain;Melilla;;;ES-ML;;ChIJ15UT1nAFdw0RXoC3ZazsjF8;26/6/21;-15;-14;1;;-19;3
ES;Spain;Melilla;;;ES-ML;;ChIJ15UT1nAFdw0RXoC3ZazsjF8;27/6/21;-18;;3;;-22;
ES;Spain;Melilla;;;ES-ML;;ChIJ15UT1nAFdw0RXoC3ZazsjF8;28/6/21;-5;1;-10;6;-25;4
ES;Spain;Melilla;;;ES-ML;;ChIJ15UT1nAFdw0RXoC3ZazsjF8;29/6/21;-5;-7;0;;-28;2
ES;Spain;Melilla;;;ES-ML;;ChIJ15UT1nAFdw0RXoC3ZazsjF8;30/6/21;-8;-3;7;8;-29;2
ES;Spain;Melilla;;;ES-ML;;ChIJ15UT1nAFdw0RXoC3ZazsjF8;1/7/21;-5;2;8;16;-33;3
ES;Spain;Melilla;;;ES-ML;;ChIJ15UT1nAFdw0RXoC3ZazsjF8;2/7/21;-18;-13;-11;6;-33;4
ES;Spain;Melilla;;;ES-ML;;ChIJ15UT1nAFdw0RXoC3ZazsjF8;3/7/21;-16;-14;-5;;-22;3
ES;Spain;Melilla;;;ES-ML;;ChIJ15UT1nAFdw0RXoC3ZazsjF8;4/7/21;3;;-14;;-16;
ES;Spain;Melilla;;;ES-ML;;ChIJ15UT1nAFdw0RXoC3ZazsjF8;5/7/21;-3;1;9;8;-33;3
ES;Spain;Melilla;;;ES-ML;;ChIJ15UT1nAFdw0RXoC3ZazsjF8;6/7/21;-7;-3;-11;7;-35;5
ES;Spain;Melilla;;;ES-ML;;ChIJ15UT1nAFdw0RXoC3ZazsjF8;7/7/21;-6;-4;1;1;-34;5
ES;Spain;Melilla;;;ES-ML;;ChIJ15UT1nAFdw0RXoC3ZazsjF8;8/7/21;-9;-7;7;10;-35;3
ES;Spain;Melilla;;;ES-ML;;ChIJ15UT1nAFdw0RXoC3ZazsjF8;9/7/21;-17;-13;-15;15;-35;5
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;1/1/21;-70;-80;-31;-61;-84;26
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;2/1/21;-33;0;-17;-37;-26;12
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;3/1/21;-30;13;-21;-39;-15;9
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;4/1/21;-1;27;-2;-29;-41;11
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;5/1/21;3;38;7;-27;-42;10
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;6/1/21;-47;-68;-2;-42;-78;21
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;7/1/21;-17;19;-11;-27;-32;11
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;8/1/21;-28;17;-28;-34;-31;13
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;9/1/21;-53;-15;-31;-46;-28;17
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;10/1/21;-48;-11;-39;-50;-27;13
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;11/1/21;-20;12;-15;-16;-12;7
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;12/1/21;-24;8;-20;-16;-12;6
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;13/1/21;-26;7;-21;-21;-14;6
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;14/1/21;-28;5;-22;-20;-15;5
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;15/1/21;-35;3;-34;-26;-17;7
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;16/1/21;-33;3;-6;-28;-19;8
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;17/1/21;-39;-2;-30;-42;-22;8
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;18/1/21;-23;2;0;-16;-16;4
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;19/1/21;-27;-1;-9;-20;-14;4
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;20/1/21;-31;-4;-28;-25;-18;7
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;21/1/21;-30;1;-20;-21;-15;6
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;22/1/21;-35;0;-36;-25;-17;8
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;23/1/21;-46;5;-34;-40;-25;12
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;24/1/21;-49;5;-30;-42;-26;10
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;25/1/21;-35;0;-19;-21;-17;6
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;26/1/21;-34;1;-9;-19;-13;5
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;27/1/21;-37;1;-23;-22;-16;7
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;28/1/21;-31;7;6;-13;-15;5
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;29/1/21;-33;9;0;-18;-16;7
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;30/1/21;-40;9;-24;-37;-21;11
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;31/1/21;-45;7;-29;-43;-23;9
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;1/2/21;-31;4;-11;-22;-13;5
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;2/2/21;-28;5;2;-20;-12;4
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;3/2/21;-31;3;-9;-14;-15;6
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;4/2/21;-30;9;-1;-16;-12;5
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;5/2/21;-32;12;-4;-19;-13;6
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;6/2/21;-45;6;-45;-41;-23;12
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;7/2/21;-42;8;-22;-37;-23;8
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;8/2/21;-29;6;-9;-20;-13;5
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;9/2/21;-33;3;-18;-23;-11;6
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;10/2/21;-32;5;-16;-22;-13;6
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;11/2/21;-29;10;5;-13;-11;5
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;12/2/21;-40;9;-33;-23;-13;8
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;13/2/21;-35;11;9;-24;-19;7
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;14/2/21;-32;16;5;-24;-17;5
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;15/2/21;-25;7;22;-19;-25;6
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;16/2/21;-28;6;13;-21;-23;6
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;17/2/21;-29;5;11;-19;-20;6
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;18/2/21;-28;10;13;-13;-17;6
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;19/2/21;-32;12;8;-16;-18;6
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;20/2/21;-37;7;19;-23;-17;6
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;21/2/21;-42;7;-18;-35;-19;7
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;22/2/21;-37;3;-24;-21;-11;6
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;23/2/21;-29;6;8;-15;-8;4
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;24/2/21;-29;6;7;-12;-10;5
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;25/2/21;-28;11;7;-11;-8;4
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;26/2/21;-26;13;4;-13;-9;4
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;27/2/21;-28;10;9;-24;-13;5
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;28/2/21;-35;6;-27;-38;-17;6
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;1/3/21;-23;9;-1;-15;-9;4
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;2/3/21;-25;7;-3;-16;-7;4
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;3/3/21;-22;10;2;-17;-9;4
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;4/3/21;-22;12;5;-11;-8;4
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;5/3/21;-25;14;-4;-16;-9;5
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;6/3/21;-26;12;9;-22;-13;5
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;7/3/21;-30;12;-20;-35;-13;6
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;8/3/21;-20;9;1;-18;-10;4
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;9/3/21;-26;5;-15;-21;-7;4
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;10/3/21;-22;8;11;-16;-9;4
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;11/3/21;-21;11;9;-11;-7;3
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;12/3/21;-25;15;-11;-19;-9;5
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;13/3/21;-27;8;14;-24;-11;4
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;14/3/21;-35;8;-39;-41;-15;7
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;15/3/21;-22;9;-5;-18;-8;4
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;16/3/21;-23;8;-6;-19;-6;4
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;17/3/21;-22;12;-7;-18;-9;4
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;18/3/21;-13;40;-5;-11;-9;2
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;19/3/21;-48;-62;-38;-49;-73;24
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;20/3/21;-30;20;-19;-37;-19;8
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;21/3/21;-31;10;-16;-36;-15;6
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;22/3/21;-22;12;0;-19;-8;4
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;23/3/21;-20;9;22;-13;-6;3
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;24/3/21;-19;8;17;-14;-10;4
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;25/3/21;-18;14;23;-5;-9;3
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;26/3/21;-25;14;-3;-14;-11;5
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;27/3/21;-25;12;24;-17;-11;4
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;28/3/21;-23;22;26;-22;-11;1
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;29/3/21;-14;11;36;-10;-9;2
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;30/3/21;-13;17;30;-9;-8;2
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;31/3/21;-1;46;47;2;-12;-1
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;1/4/21;-23;5;98;-12;-73;11
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;2/4/21;-45;-55;71;-26;-77;18
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;3/4/21;-31;32;19;-25;-25;6
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;4/4/21;-25;37;36;-15;-17;2
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;5/4/21;-36;-52;111;-16;-75;12
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;6/4/21;-20;40;1;-19;-28;7
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;7/4/21;-20;23;26;-14;-30;7
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;8/4/21;-19;20;36;-10;-27;6
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;9/4/21;-35;14;-20;-27;-29;11
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;10/4/21;-35;15;-6;-29;-16;8
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;11/4/21;-49;4;-44;-41;-21;10
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;12/4/21;-23;13;19;-9;-8;3
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;13/4/21;-25;10;17;-9;-6;3
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;14/4/21;-24;12;22;-9;-9;3
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;15/4/21;-24;15;16;-8;-7;3
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;16/4/21;-31;18;-6;-14;-8;5
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;17/4/21;-36;15;-8;-30;-15;8
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;18/4/21;-33;20;4;-25;-14;5
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;19/4/21;-22;11;26;-8;-7;3
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;20/4/21;-28;10;-4;-11;-5;4
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;21/4/21;-26;12;-1;-12;-8;5
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;22/4/21;-25;15;2;-8;-6;4
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;23/4/21;-25;17;24;-6;-7;4
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;24/4/21;-30;14;20;-18;-11;5
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;25/4/21;-35;22;-14;-31;-14;6
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;26/4/21;-25;12;-11;-12;-8;4
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;27/4/21;-28;11;-15;-13;-5;5
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;28/4/21;-23;12;2;-13;-8;4
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;29/4/21;-26;16;-18;-12;-6;5
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;30/4/21;-24;43;-11;-11;-9;5
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;1/5/21;-48;-54;0;-24;-34;10
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;2/5/21;-20;50;7;-22;-7;3
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;3/5/21;-15;29;24;-8;-11;3
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;4/5/21;-17;19;22;-5;-4;2
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;5/5/21;-19;19;12;-9;-8;3
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;6/5/21;-17;19;23;-1;-6;3
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;7/5/21;-21;22;22;-5;-7;3
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;8/5/21;-27;13;38;-13;-11;1
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;9/5/21;-43;19;-38;-41;-17;7
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;10/5/21;-14;18;24;-3;-6;2
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;11/5/21;-18;15;9;-5;-4;3
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;12/5/21;-23;15;-9;-12;-8;4
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;13/5/21;-19;18;-4;-4;-6;4
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;14/5/21;-19;21;17;-3;-7;2
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;15/5/21;-24;12;12;-14;-11;3
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;16/5/21;-32;21;-20;-26;-12;3
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;17/5/21;-11;15;30;-4;-6;1
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;18/5/21;-16;11;8;-7;-3;3
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;19/5/21;-14;15;9;-11;-7;3
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;20/5/21;-8;18;40;-1;-4;1
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;21/5/21;-16;18;9;-4;-7;2
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;22/5/21;-19;12;21;-13;-8;2
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;23/5/21;-16;31;20;-13;-4;0
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;24/5/21;-10;17;16;-7;-7;2
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;25/5/21;-12;13;19;-5;-4;2
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;26/5/21;-11;18;24;-3;-6;2
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;27/5/21;-6;19;41;4;-5;0
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;28/5/21;-10;23;34;5;-5;0
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;29/5/21;-14;14;43;-2;-8;-1
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;30/5/21;-12;42;31;-7;-4;-2
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;31/5/21;-2;22;44;1;-6;0
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;1/6/21;-12;20;-3;-6;-6;3
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;2/6/21;-4;23;36;1;-9;1
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;3/6/21;-9;22;5;-2;-8;3
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;4/6/21;-12;26;4;-4;-11;3
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;5/6/21;-11;16;41;0;-7;-1
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;6/6/21;-12;42;25;-6;-7;-2
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;7/6/21;1;24;54;6;-9;0
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;8/6/21;-3;21;46;7;-7;0
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;9/6/21;-3;25;40;4;-12;1
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;10/6/21;0;26;51;10;-11;0
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;11/6/21;-10;23;35;3;-13;0
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;12/6/21;-19;11;42;-3;-10;-3
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;13/6/21;-21;30;20;-10;-9;-6
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;14/6/21;-5;23;38;1;-12;0
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;15/6/21;-6;19;35;3;-10;0
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;16/6/21;-4;22;28;1;-14;1
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;17/6/21;-12;19;-9;-8;-16;4
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;18/6/21;-12;18;16;-4;-17;1
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;19/6/21;-18;12;18;-12;-12;0
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;20/6/21;-16;35;12;-10;-10;-2
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;21/6/21;-1;22;37;-2;-19;1
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;22/6/21;-5;19;32;-4;-18;2
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;23/6/21;-10;16;13;-11;-20;3
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;24/6/21;0;19;50;3;-19;0
